kampanya_id;banka_adi;banka_kodu;kaynak_url;cekim_tarihi;sema_surumu;kampanya_turu;kampanya_turu__yontem;kampanya_turu__guven;urun_turu;urun_turu__yontem;urun_turu__guven;hedef_kitle;hedef_kitle__yontem;hedef_kitle__guven;kar_payi_orani;kar_payi_orani__yontem;kar_payi_orani__guven;finansman_tutari_max;finansman_tutari_max__yontem;finansman_tutari_max__guven;vade_ay_max;vade_ay_max__yontem;vade_ay_max__guven;taksit_sayisi;taksit_sayisi__yontem;taksit_sayisi__guven;tahsis_ucreti;tahsis_ucreti__yontem;tahsis_ucreti__guven;masraf_bilgisi;masraf_bilgisi__yontem;masraf_bilgisi__guven;masrafsiz_mi;masrafsiz_mi__yontem;masrafsiz_mi__guven;odul_miktari;odul_miktari__yontem;odul_miktari__guven;indirim_orani;indirim_orani__yontem;indirim_orani__guven;alisveris_puani;alisveris_puani__yontem;alisveris_puani__guven;kampanya_avantaji;kampanya_avantaji__yontem;kampanya_avantaji__guven;kampanya_bitis;kampanya_bitis__yontem;kampanya_bitis__guven;kampanya_kosullari;kampanya_kosullari__yontem;kampanya_kosullari__guven
0209-bf6f7878e094;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/kultur-sanat-harcamalariniza-toplam-500-tl-bankkart-lira-3;2026-08-24T16:58:37.905795;1.2.0;alisveris_puani;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;500.0;kural;0.847;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;2026-09-07;kural;0.879;"Ziraat Katılım Bankkart kredi kartı ile müze, sinema, tiyatro ve konser bileti alımlarında %10 oranında, toplam 500 TL Bankkart Lira kazanımı. Katılım için mobil, web veya internet şube üzerinden kayıt zorunluluğu vardır. Kazanılan tutarlar anında yüklenir ve kampanya müşteri bazındadır (maksimum 500 TL). Sadece asıl kart sahipleri ve bireysel kartlar dahildir; ticari ve ücretsiz kartlar hariçtir. Kazanılanlar anlaşmalı POS'larda kullanılabilir, karta para yükleme/iade işlemleri dahil değildir. Kampanya başka kampanyalarla birleştirilemez. Banka koşulları değiştirme ve durdurma hakkını saklı tutar.";llm;0.7
0209-c2f9865201ac;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/dysonda-9-taksit;2026-08-19T17:09:00.524004;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;9;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Ziraat Katılım Bankkart ile dyson.com.tr'de peşin fiyatına 9 taksit. Sadece online alışverişlerde geçerlidir, mağazalar dahil değildir. Ücretsiz ve ticari kartlar dahil değildir. Bireysel kartlarda yasal azami taksit sayısı uygulanır. Banka koşulları değiştirme hakkını saklı tutar.;llm;0.7
0209-c3e191d35671;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/ticari-kartla-masterkobide-ozel-ayricaliklar-ve-indirimler;2026-08-24T16:59:22.106800;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;segment;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;MasterKOBİ kapsamında ticari müşterilere yönelik özel ayrıcalıklar ve indirimler sunulmaktadır.;llm;0.7;;belirtilmemis;0.0;Kampanyadan yalnızca Mastercard logolu Ziraat Katılım Bankkart ticari kredi kartı sahipleri yararlanabilir. Kampanya stoklarla sınırlıdır ve başka kampanyalarla birleştirilemez.;llm;0.7
0209-c5cc2be1cc1c;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/bireysel/hesaplar/evden-uretim-hesabi;2026-08-24T16:55:21.304263;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;mevcut_musteri;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Esnaf muafiyeti kapsamında evde üretim yapanlar için özel cari hesap açılışı ve vergi indiriminden yararlanma imkanı.;llm;0.7;;belirtilmemis;0.0;Ayrı bir iş yeri açılmaması, sanayi tipi üretim yapılmaması, Esnaf Muafiyet Belgesi ibraz edilmesi ve hesap açılışının şubeler üzerinden yapılması gerekmektedir. Hesap TL, USD ve EUR cinslerinden açılabilir.;llm;0.7
0209-c604a391b1d8;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/puffyde-6ya-varan-taksit;2026-08-19T17:11:55.374186;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Ziraat Katılım Bankkart ile Puffy'de yapılan alışverişlerde 6'ya varan taksit imkanı. İşlemlerin Bankkart POS'undan yapılması zorunludur. Ücretsiz ve ticari kartlar dahil değildir. Bireysel kartlarda yasal düzenlemelere göre azami taksit sayısı değişebilir. Üye işyeri uygulamalarına bağlı olarak taksit sayıları değişkenlik gösterebilir. Banka koşulları değiştirme ve kampanyayı durdurma hakkını saklı tutar.;llm;0.7
0209-ca6752bb1e0d;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/bireysel/hesaplar/aninda-gunluk-hesap;2026-08-24T16:55:19.158793;1.2.0;yatirim_urunu;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;"Kira Sertifikalarının Geri Alım Vaadiyle Satımı işlemine yönlendirilen bakiye üzerinden günlük getiri sağlanması; bakiye skalasına göre değişen yıllık getiri oranları (36% - 37%)";llm;0.7;;belirtilmemis;0.0;Hesap açılabilmesi için yatırım hesabı açılması ve uygunluk testinin yapılması gereklidir. Kar payı hesaplaması için gün içinde saat 16:00'a kadar para aktarılması şarttır. Bakiye 10.000 TL ile 150.000.000 TL arasında olmalıdır. Getirilerden %15 gelir vergisi stopajı kesintisi yapılır. Saat 16:00'dan sonra yapılan yatırımlar bir sonraki iş günü değerlendirilir. Transfer edilen tutarlar ertesi iş günü saat 07:00'ye kadar çekilemez.;llm;0.7
0209-cba87f2dfff0;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/e-ticaret-alisverislerinize-toplam-500-tl-bankkart-lira-3;2026-08-24T16:58:44.064591;1.2.0;alisveris_puani;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;500.0;kural;0.847;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;2026-09-07;kural;0.879;Kampanyaya katılım için alışveriş öncesi Ziraat Katılım Mobil, Web veya İnternet Şube üzerinden kayıt zorunluluğu vardır. Yemek ve Market işlemleri hariçtir. Aynı gün aynı işyerinden yapılan harcamalardan sadece ilki sayılır. Ticari ve ücretsiz kartlar dahil değildir. Kazanılan lira, Bankkart anlaşmalı POS'larda kullanılabilir. İade durumunda lira geri alınır veya borca yansıtılır. Başka kampanyalarla birleştirilemez. Banka koşulları değiştirme hakkını saklı tutar.;llm;0.7
0209-cd88f6684f2a;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/saglik-sektorunde-5-taksit;2026-08-19T17:08:48.092312;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;mevcut_musteri;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;5;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Sağlık sektöründe yer alan Bankkart üye işyerlerinde, Ziraat Katılım Bankkart ile tek seferde 2.500 TL ve üzeri tutarda, 3-4 taksitli işlemlerde +5 taksit imkanı sağlanır. İşlemlerin Bankkart POS'undan yapılması ve satış yetkilisine taksit talebinin hatırlatılması gereklidir. Ücretsiz ve ticari kartlar dahil değildir. Bireysel kart sahipleri için geçerlidir. Taksit sayıları yasal düzenlemelere ve üye işyeri uygulamalarına göre değişebilir. Kampanya koşulları banka tarafından değiştirilebilir veya durdurulabilir.;llm;0.7
0209-cf4959f7ada3;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/optik-alisverisinize-500-tl-bankkart-lira-3;2026-08-24T16:58:35.818292;1.2.0;alisveris_puani;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;500.0;kural;0.847;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;2026-09-07;kural;0.879;Optik sektöründe tek seferde 5.000 TL ve üzeri alışverişte 250 TL, 10.000 TL ve üzeri alışverişte 500 TL Bankkart Lira kazanımı. Kampanyaya katılım önceden mobil, web veya şube üzerinden yapılmalıdır. Sadece asıl kart sahipleri ve bireysel Bankkartlar dahildir. E-ticaret işlemleri hariçtir. Kazanılan lira POS'ta kullanılabilir, iade durumunda geri alınır veya borca yansıtılır. Ticari ve ücretsiz kartlar dahil değildir. Bir müşteri en fazla 500 TL kazanabilir. Kampanya başka kampanyalarla birleştirilemez. Banka koşulları değiştirme hakkını saklı tutar.;llm;0.7
0209-d035b4c2d8cc;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/zen-pirlantada-3-taksit;2026-08-24T16:57:41.223336;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;3;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Ziraat Katılım Bankkart ile Zen Pırlanta mağazalarında ve zenpirlanta.com'da yapılan alışverişlerde peşin fiyatına 3 taksit imkanı. İşlemlerin Bankkart POS'undan yapılması ve satış yetkilisine taksit talebinin hatırlatılması gerekmektedir. Ücretsiz ve ticari kartlar dahil değildir. Taksit sayıları üye işyeri uygulamalarına göre değişebilir. Banka koşulları değiştirme hakkını saklı tutar.;llm;0.7
0209-d07dc61fca38;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/bireysel/kampanyalar;2026-08-24T16:56:48.991535;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Kredi Kartı İle Alışverişlerde Daha Fazlası;llm;0.7;;belirtilmemis;0.0;Aile bireylerinin finansal ihtiyaçlarına çözüm sağlamak amacıyla Aile Destek Paketi oluşturulmuş olup Finansman, Fon ve Sigorta ürünlerinin yer aldığı geniş ürün yelpazesiyle ailelerin desteklenmesi hedeflenmektedir.;llm;0.7
0209-d14c785504fd;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/mobilya-alisverisinize-1500-tl-bankkart-lira-0;2026-08-24T16:58:19.628520;1.2.0;alisveris_puani;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;1500.0;kural;0.846;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;2026-09-07;kural;0.831;Mobilya sektörü üye işyerlerinde Ziraat Katılım Bankkart ile tek seferde 15.000 TL - 29.999 TL arası alışverişte 750 TL, 30.000 TL ve üzeri alışverişte 1.500 TL Bankkart Lira kazanımı. Katılım için mobil, web veya şube üzerinden kayıt zorunluluğu vardır. Ticari/ücretsiz kartlar ve e-ticaret işlemleri dahil değildir. Kazanılan lira anında yansır, kampanya müşteri bazındadır ve en fazla 1.500 TL ile sınırlıdır. İade durumunda lira geri alınır veya borç yansıtılır.;llm;0.7
0209-d3eb276191e5;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/decathlonda-4-taksit;2026-08-19T17:07:58.779694;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;4;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Ziraat Katılım Bankkart ile Decathlon alışverişlerinde 4 taksit imkanı. İşlemlerin Bankkart POS'undan yapılması ve satış yetkilisine taksit talebinin hatırlatılması gerekmektedir. Ücretsiz ve ticari kartlar dahil değildir. Taksit sayıları yasal düzenlemelere ve üye işyeri uygulamalarına göre değişebilir. Banka koşulları değiştirme hakkını saklı tutar.;llm;0.7
0209-d92eecc32935;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/akaryakit-harcamalariniza-400-tl-bankkart-lira-3;2026-08-24T16:58:47.914887;1.2.0;alisveris_puani;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;400.0;kural;0.847;;belirtilmemis;0.0;;belirtilmemis;0.0;Anlaşmalı akaryakıt istasyonlarında 1.250 TL ve üzeri dördüncü akaryakıt ya da otogaz harcamasına 400 TL Bankkart Lira kazanma fırsatı.;llm;0.7;2026-09-07;kural;0.774;"Kampanyaya katılım için Ziraat Katılım Mobil, Web Sitesi veya İnternet Şube üzerinden kayıt zorunluluğu vardır. İşlemler 08-08-2026 ile 07-09-2026 tarihleri arasında, farklı günlerde ve tek seferde yapılmalıdır. Kazanılan Liralar 14-09-2026 tarihinde yüklenir. Sadece asıl kart sahipleri ve bireysel Bankkartlar dahildir; ticari ve ücretsiz kartlar dahil değildir. İade durumunda Liralar geri alınır veya borç olarak yansıtılır. Kampanya başka kampanyalarla birleştirilemez.";llm;0.7
0209-dc81365d0203;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/a101de-6-taksit;2026-08-19T17:10:49.933324;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;6;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Ziraat Katılım Bankkart ile A101 Marketleri ve www.a101.com.tr'de 300 TL ve üzeri alışverişlerde peşin fiyatına 6 aya varan taksit imkanı. İşlemlerin Bankkart anlaşmalı üye işyerlerinde yapılması gerekir. Ücretsiz ve ticari kartlar dahil değildir. Yasal mevzuat gereği taksit yapılamayan ürünler hariçtir. Stoklar mağazaya göre değişebilir. Banka ve A101 koşulları değiştirme hakkını saklı tutar.;llm;0.7
0209-e2a2f6a97c2f;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/veteriner-ve-petshop-harcamalariniza-2000-tl-bankkart-lira;2026-08-24T16:58:25.667374;1.2.0;alisveris_puani;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;2000.0;hibrit;0.846;;belirtilmemis;0.0;;belirtilmemis;0.0;"Veteriner ve Petshop sektörlerinde yapılan harcamalara özel Bankkart Lira kazanımı (2.000 TL ve üzeri harcamalarda 200 TL, 5.000 TL ve üzeri harcamalarda 500 TL; toplamda 2.000 TL'ye kadar)";llm;0.7;2026-09-07;kural;0.879;Kampanyaya katılım için alışveriş öncesi Ziraat Katılım Mobil, Web veya İnternet Şube üzerinden kayıt zorunluluğu vardır. İşlemler Bankkart anlaşmalı üye işyerlerinde ve POS cihazından yapılmalıdır. Aynı gün aynı işyerinden yapılan harcamalardan sadece ilki dahil edilir. Ticari ve ücretsiz kartlar dahil değildir. Kazanılan Liralar anında yüklenir, iade durumunda geri alınır ve borç olarak yansıtılabilir. Kampanya başka kampanyalarla birleştirilemez. Bir müşteri en fazla 2.000 TL kazanabilir. Kampanya dönemi: 08-08-2026 - 07-09-2026.;llm;0.7
0209-e2fe2e513bc8;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/opmar-optikte-4-taksit;2026-08-19T17:10:57.589106;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;4;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Ziraat Katılım Bankkart kredi kartı ile Opmar Optik'te güneş gözlüğü alışverişlerinde 2-4 taksit imkanı. İşlemlerin Bankkart POS'undan yapılması ve satış yetkilisine taksit talebinin iletilmesi gerekmektedir. Ücretsiz ve ticari kartlar dahil değildir. Bireysel kartlar için azami taksit sayısı yasal düzenlemelere tabidir. Taksit sayıları üye işyeri uygulamalarına ve ürüne göre değişebilir. Banka koşulları değiştirme ve kampanyayı durdurma hakkını saklı tutar.;llm;0.7
0209-e4e777b24fac;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/idasta-9-taksit;2026-08-19T17:11:25.115994;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;9;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Ziraat Katılım Bankkart kredi kartı ile İdaş'ta yapılan alışverişlerde 9 taksit fırsatı. İşlemlerin Bankkart POS'undan yapılması zorunludur. Ücretsiz ve ticari kartlar dahil değildir. Bireysel kartlarda yasal azami taksit sayısı geçerlidir. Taksit sayısı üye işyeri ve ürüne göre değişebilir. Banka koşulları değiştirme hakkını saklı tutar.;llm;0.7
0209-ea873788419a;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/atasun-optikte-6-taksit;2026-08-24T16:58:15.378855;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;6;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Atasun Optik'te 4.000 TL ve üzeri işlemlerde peşin fiyatına 6 taksit fırsatı;llm;0.7;;belirtilmemis;0.0;İşlemlerin Bankkart POS'undan gerçekleştirilmesi gerekmektedir. Satış yetkilisine taksit talebinin hatırlatılması gereklidir. Ücretsiz ve ticari kredi kartları dahil değildir. Bireysel kartlar için azami taksit sayısı yasal düzenlemelere göre değişebilir. Taksit sayısı sektör ve yasal düzenlemelerle sınırlıdır. Üye işyeri uygulamalarına ve ürüne bağlı olarak taksit sayıları değişebilir.;llm;0.7
0209-eb1be8a422a6;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/bellonada-5-taksit;2026-08-19T17:09:07.900683;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;5;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Ziraat Katılım Bankkart ile Bellona'da yapılan alışverişlerde 5 taksit fırsatı. İşlemlerin Bankkart POS'undan yapılması ve satış yetkilisine taksit talebinin hatırlatılması gerekir. Ücretsiz ve ticari kartlar dahil değildir. Bireysel kartlar için azami taksit sayısı yasal düzenlemelere tabidir. Taksit sayısı üye işyeri uygulamalarına ve ürüne göre değişebilir. Banka koşulları değiştirme ve kampanyayı durdurma hakkını saklı tutar.;llm;0.7
0209-eb3c0a76e06f;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/elektrikli-arac-sarj-istasyonlarinda-750-tl-bankkart-lira-1;2026-08-24T16:58:49.729861;1.2.0;alisveris_puani;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;750.0;kural;0.847;;belirtilmemis;0.0;;belirtilmemis;0.0;Elektrikli Araç Şarj İstasyonlarında tek seferde yapılan her ödeme için %20 oranında Bankkart Lira kazanımı (maksimum 750 TL);llm;0.7;2026-09-07;kural;0.774;Kampanyaya katılım için Ziraat Katılım Mobil, Web Sitesi veya İnternet Şube üzerinden kayıt zorunluluğu vardır. Sadece Ziraat Katılım Bireysel Bankkart kredi kartı ile yapılan işlemler dahildir. Ticari ve ücretsiz kartlar dahil değildir. Kazanılan puanlar anlaşmalı şarj istasyonlarında kullanılabilir. İade durumunda puanlar geri alınır veya borca yansıtılır. Bir müşteri en fazla 750 TL kazanabilir. Kampanya başka kampanyalarla birleştirilemez.;llm;0.7
0209-ee7d920dc301;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/vatanda-3-taksit;2026-08-19T17:10:14.702872;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;3;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Ziraat Katılım Bankkart kredi kartı ile Vatan'da yapılan alışverişlerde 3 taksit fırsatı sunulmaktadır. İşlemlerin Bankkart POS'undan yapılması ve satış yetkilisine taksit talebinin hatırlatılması gerekmektedir. Ücretsiz ve ticari kartlar dahil değildir. Taksit sayıları yasal düzenlemelere ve üye işyeri uygulamalarına göre değişebilir. Banka koşulları değiştirme hakkını saklı tutar.;llm;0.7
0209-f0920b4bb7eb;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/ziraat-katilim-avantajli-bankkart-kampanyalari;2026-08-19T17:08:01.642363;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Görüntülü görüşmeyle anında Ziraat Katılım’lı olun;llm;0.7;;belirtilmemis;0.0;Ziraat Katılım Mobil uygulamasının indirilmesi ve görüntülü görüşme ile başvuru yapılması gereklidir. Detaylar için ilgili linke tıklanmalıdır.;llm;0.7
0209-f146fc85607e;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/divanevde-8-taksit;2026-08-19T17:08:53.339898;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;8;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Ziraat Katılım Bankkart kredi kartı ile Divanev mağazalarından ve divanev.com.tr'den yapılan alışverişlerde peşin fiyatına 8 taksit imkanı. İşlemlerin Bankkart POS'undan yapılması ve satış yetkilisine taksit talebinin hatırlatılması gerekmektedir. Ücretsiz ve ticari kartlar dahil değildir. Bireysel kartlar için azami taksit sayısı yasal düzenlemelere göre değişebilir. Franchise mağazalarda koşullar farklılık gösterebilir. Kampanya yalnızca anlaşmalı mağazalarda geçerlidir. Banka koşulları değiştirme ve durdurma hakkını saklı tutar.;llm;0.7
0209-f4e6b2154f8b;Ziraat Katılım Bankası A.Ş.;0209;https://www.ziraatkatilim.com.tr/kart-kampanyalari/faik-sonmezde-3-taksit;2026-08-19T17:08:30.895168;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;3;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Ziraat Katılım Bankkart kredi kartı ile Faik Sönmez'de yapılan alışverişlerde 3 taksit imkanı. İşlemlerin Bankkart POS'undan yapılması ve satış yetkilisine taksit talebinin hatırlatılması gerekmektedir. Ücretsiz ve ticari kartlar dahil değildir. Taksit sayıları yasal düzenlemelere ve üye işyeri uygulamalarına göre değişebilir. Banka koşulları değiştirme hakkını saklı tutar.;llm;0.7
